Date,forecast,forecast_lower,forecast_upper,unique_id
2012-03-23,46042.72397241374,44627.08471001009,47673.938596085456,1-2
2012-03-30,48228.5822487329,47059.23967322817,49937.82694316178,1-2
2012-04-06,50003.009983477255,47847.205480865174,51573.63469513718,1-2
2012-04-13,45512.717018905045,44616.00556116281,47427.52456132211,1-2
2012-04-20,47530.17243807603,45846.91543784035,50265.26841288869,1-2
2012-04-27,44333.3441749295,42832.41243785819,47714.57010519687,1-2
2012-05-04,50927.738338967094,48796.850119534,53254.9181229813,1-2
2012-05-11,46101.53933017728,43847.46499539768,48616.10120872783,1-2
2012-05-18,46434.75918966251,44232.91552646028,48304.68944270801,1-2
2012-05-25,46559.1335347491,43835.318165005556,49847.78538061128,1-2
2012-03-23,36107.93057874945,35501.8863721548,36606.72814231109,1-4
2012-03-30,37443.84851178882,36920.22681878998,38406.06403683214,1-4
2012-04-06,39952.70541724817,38547.563094902565,40308.62246772211,1-4
2012-04-13,37537.375263487396,36434.88279772507,38201.25778224959,1-4
2012-04-20,37761.29208988963,36247.1386006697,38217.02929562995,1-4
2012-04-27,35990.17039162357,35053.0462579615,37543.09665305972,1-4
2012-05-04,40285.04135409951,39322.82134690181,41034.18169586642,1-4
2012-05-11,38170.91062075984,36705.85935475568,38785.90353907241,1-4
2012-05-18,36292.18984385331,35402.0115871243,37422.07370296555,1-4
2012-05-25,36419.58930609167,35238.42149338214,37630.853770036396,1-4
2012-03-23,35724.07100976505,35057.948100203685,36552.546880695496,1-8
2012-03-30,36632.789644554876,36167.947762098454,37425.202665035446,1-8
2012-04-06,38147.98787743656,37124.115339473625,38652.83976058936,1-8
2012-04-13,35630.03302562687,35030.024859491125,36516.710931020665,1-8
2012-04-20,36458.869003343774,35334.07283355571,37310.35960436255,1-8
2012-04-27,35265.9262734089,34545.09676275415,36313.77678999756,1-8
2012-05-04,38799.07437890465,37772.62979366718,39392.28170896823,1-8
2012-05-11,36142.510910282595,35088.30477763718,36984.131440088786,1-8
2012-05-18,35286.91956343729,34671.666995407315,36700.84794115429,1-8
