Date,forecast,forecast_lower,forecast_upper,unique_id
2012-06-01,52403.74134021062,46626.11221173716,53344.49207681415,1-2
2012-06-08,49617.83573932851,46977.27041960229,50279.47902312798,1-2
2012-06-15,42114.06678455483,41125.92933701181,42400.4976421386,1-2
2012-06-22,43904.936644232184,40200.20461534803,46936.292837947,1-2
2012-06-29,47324.30805576714,42290.15146419543,47878.76739565307,1-2
2012-07-06,49002.90702789652,44732.574837235676,49307.31070305037,1-2
2012-07-13,46927.07975161222,44274.43848086782,47374.51178522009,1-2
2012-07-20,47432.90110306277,43028.88473617627,47979.66450985073,1-2
2012-07-27,48070.63684282381,41321.86133984709,48612.86957238368,1-2
2012-08-03,48673.15887260014,48024.93465758249,51239.74940675985,1-2
2012-06-01,41730.919870855556,36632.75939547477,42049.216013387515,1-4
2012-06-08,41288.53187278331,38985.706716455985,41897.76458487968,1-4
2012-06-15,36961.02001265941,35381.57886165941,37297.293950352076,1-4
2012-06-22,38040.94520829493,35822.56661007917,38896.493632940554,1-4
2012-06-29,40110.22160359929,38146.61419909592,40157.46226981175,1-4
2012-07-06,40870.41247185586,39457.84403451557,40903.0380130948,1-4
2012-07-13,39633.143357694724,36965.59488226786,39700.47210554773,1-4
2012-07-20,37789.00424514907,36704.376968143035,38242.61133890647,1-4
2012-07-27,37773.53850990474,35213.877470334046,38049.599949077354,1-4
2012-08-03,41506.60315121704,40291.12477461455,41666.427360675996,1-4
2012-06-01,40211.00279303844,36934.87182104184,40560.514664664755,1-8
2012-06-08,39546.36653507788,37715.06228304231,39556.52453739599,1-8
2012-06-15,36545.034887232905,35974.239968099784,36873.10830323509,1-8
2012-06-22,37159.379465050304,36041.43559761808,37944.12763013655,1-8
2012-06-29,37681.25110023127,36595.13861351476,37797.52403494147,1-8
2012-07-06,37965.08606292591,37769.63168026443,38394.621442659314,1-8
2012-07-13,37907.84599707694,36468.8617411256,37935.81186406605,1-8
2012-07-20,37686.9519801063,35824.825431859535,37926.05319893948,1-8
2012-07-27,37363.84745134732,33656.78289806796,37674.85378192682,1-8
2012-08-03,37810.06098419439,36507.47023389703,38063.08986207022,1-8
2012-06-01,33671.08261776543,30123.46093310791,35031.286974546696,1-10
2012-06-08,34349.6904628433,33020.566311230206,35151.48534828832,1-10
2012-06-15,29332.522250477934,27446.395603789304,29985.6690208903,1-10
2012-06-22,32076.608677040964,29387.19464827954,32955.28125459567,1-10
2012-06-29,34380.220779215306,30985.001764463977,35625.257681478506,1-10
2012-07-06,34063.2099339984,31751.998486860233,35074.75546794807,1-10
2012-07-13,32282.95349470531,29805.275111198545,32560.228610581835,1-10
2012-07-20,31404.693774529056,27829.829884929273,32609.26010800574,1-10
2012-07-27,33111.20909281912,28363.06859402382,34157.41676225014,1-10
2012-08-03,33949.26306426026,33949.26306426026,34874.8564187335,1-10
2012-06-01,42966.30790957687,40231.357263574886,43193.09880223716,1-13
2012-06-08,40881.92724511339,40115.78321693799,41729.27392259585,1-13
2012-06-15,37949.76520053161,37949.76520053161,38434.6007378404,1-13
2012-06-22,39573.72180736724,38347.15866941326,40430.58215265519,1-13
2012-06-29,41543.64370431671,38945.43831506737,41855.80678128659,1-13
2012-07-06,43014.328763721256,40984.79120100949,43136.05851543743,1-13
2012-07-13,39469.16260187252,38331.82529631892,40030.69936172302,1-13
2012-07-20,40288.5240247964,39540.66733359461,40453.44158265893,1-13
2012-07-27,40430.74110647175,38723.41061473329,40479.56538910705,1-13
2012-08-03,42860.79965614423,42729.336212839895,43535.020611656444,1-13
2012-06-01,80977.1914996409,79387.79284473322,85457.9891477193,1-38
2012-06-08,73359.67815050417,72140.2930640892,77254.67047805205,1-38
2012-06-15,70301.11389624214,67425.66926368892,72017.16975506525,1-38
2012-06-22,69615.81854816504,56907.010244019,72477.55251079053,1-38
2012-06-29,73305.1755514306,64552.60232542465,75104.55678934348,1-38
2012-07-06,78399.91048808742,69614.83175635082,79693.50325047848,1-38
2012-07-13,63596.882786665796,63596.882786665796,66793.32803345734,1-38
2012-07-20,66867.58995676336,63979.74322172892,74089.22361063125,1-38
2012-07-27,67144.48298040425,62284.62435269451,69479.00544001661,1-38
2012-08-03,81554.74332716357,79218.08924623752,83469.83703149758,1-38
2012-06-01,63317.42180290157,57896.60418994212,63317.42180290157,1-40
2012-06-08,59383.67125730974,57423.260603592906,60017.43717974806,1-40
2012-06-15,55304.513165636774,55056.01665263858,55469.26895576565,1-40
2012-06-22,55592.667753185924,54307.464365153675,56755.25340011586,1-40
2012-06-29,58009.190035696294,56476.906595152665,58472.91019176229,1-40
2012-07-06,59290.51834426718,56930.534654286574,59882.42701429255,1-40
2012-07-13,55118.7359280698,52093.67839901909,55695.3870321071,1-40
2012-07-20,56201.12773577224,53134.17220669953,56609.09556696596,1-40
2012-07-27,54449.953161418605,50409.174555349135,54808.40239017031,1-40
2012-08-03,60814.959063927614,59010.495993797835,61072.624518195604,1-40
2012-06-01,47176.14679702987,4926.913626086165,51280.765238798136,1-72
2012-06-08,48402.48354172203,25982.86202877091,56853.30692438851,1-72
2012-06-15,51145.60804463924,41264.286752597975,55021.13682242948,1-72
2012-06-22,51990.57382554125,31338.603766377975,59662.913485257755,1-72
2012-06-29,41808.90870020125,32586.287866575425,54899.29784604131,1-72
2012-07-06,42526.75208055868,27558.099114086748,49472.18430277056,1-72
2012-07-13,52315.33875663914,30010.080189906752,72142.62065227685,1-72
2012-07-20,39988.58224826382,37926.2166506219,54193.978622440525,1-72
2012-07-27,37753.80245379563,19201.504877563748,43635.97632379587,1-72
2012-08-03,33609.46878588435,15600.891708551555,42861.9075704508,1-72
2012-06-01,41555.068525120405,37403.62374320954,41555.068525120405,1-79
2012-06-08,35537.30799778666,35020.359950022204,36640.06910644611,1-79
2012-06-15,29212.929292883277,27381.324604830304,29946.902050079163,1-79
2012-06-22,29201.440545721052,26474.59860599535,30147.2367575643,1-79
2012-06-29,36240.93829098994,34321.24397334246,37466.70199956137,1-79
2012-07-06,38682.22309895869,35556.08093279647,40669.49085198274,1-79
2012-07-13,32773.10709667552,29768.550528521206,33044.76722872291,1-79
2012-07-20,32993.07270997768,29125.48967592505,33001.26489886941,1-79
