Date,forecast,forecast_lower,forecast_upper,unique_id
2012-06-01,50951.93841025421,48294.401860345824,53415.527993794385,1-2
2012-06-08,49063.98940503875,47495.335282655054,51225.400675537705,1-2
2012-06-15,47360.76934572737,44896.72430968428,49037.69587091862,1-2
2012-06-22,45242.329143037125,44205.263102023004,47243.94175410645,1-2
2012-06-29,50756.18082740181,48161.195831844256,54250.734267515596,1-2
2012-07-06,48890.23697713901,47110.05458045147,52878.773556255655,1-2
2012-07-13,47396.93393049734,45121.91893257389,49945.80778513236,1-2
2012-07-20,46841.41877147618,44450.85531591042,48990.33644796188,1-2
2012-07-27,46908.75721908276,44480.654569249986,48652.816235694285,1-2
2012-08-03,51761.99347029124,48558.899870157155,54664.07239666394,1-2
2012-06-01,40193.910792672585,38664.122267827384,41157.593046707996,1-4
2012-06-08,39054.515288263094,38187.321399929526,40548.93108282513,1-4
2012-06-15,37901.1031235882,36423.31273918328,38272.754007837386,1-4
2012-06-22,37469.123375204494,36222.405709416256,38089.151731573285,1-4
2012-06-29,41018.58847732593,38401.76226740278,41694.92285215261,1-4
2012-07-06,39512.38249054952,38242.582974269004,41539.57656189067,1-4
2012-07-13,38065.07168301787,37041.46937114942,38931.19574106057,1-4
2012-07-20,37809.381022113856,36443.952212046155,38326.200313487476,1-4
2012-07-27,37454.04817697863,36272.17127398805,38692.26604608265,1-4
2012-08-03,40568.61002808486,38884.65405765053,41800.93246840802,1-4
2012-06-01,40733.703084730885,39154.92490267276,42216.55339060012,1-8
2012-06-08,38915.98664643803,38156.89372464099,40111.095954513265,1-8
2012-06-15,38126.1357163887,36850.08037164765,38709.88731747675,1-8
2012-06-22,37088.722128208334,36233.03270932186,38141.0813741983,1-8
2012-06-29,40025.55963219329,38030.81363242821,41230.6518810539,1-8
2012-07-06,39749.03182033927,38615.06504075219,41241.5804829223,1-8
2012-07-13,38202.89986649393,37034.76489401439,38862.852939293116,1-8
2012-07-20,37286.6313953789,36062.009205234615,38097.068569651055,1-8
