unique_id,Date,forecast_lower,forecast,forecast_upper
1-2,2012-01-27,40597.508203125,43689.37109375,45403.34140625
1-2,2012-02-03,46344.3421875,48058.3125,50141.96015625
1-2,2012-02-10,45033.66015625,47890.275390625,50780.494140625
1-2,2012-02-17,45336.126953125,48058.30859375,51755.1015625
1-2,2012-02-24,43353.30078125,48058.3125,50444.4234375
1-2,2012-03-02,47285.342578125,51755.1015625,55183.0421875
1-2,2012-03-09,45638.590234375,50578.8515625,53502.67578125
1-2,2012-03-16,44966.44609375,47890.275390625,50780.494140625
1-2,2012-03-23,43924.623828125,45873.841796875,49200.95625
1-2,2012-03-30,46344.3421875,47386.1640625,52124.7828125
1-4,2012-01-27,33232.783203125,34466.607421875,36317.34375
1-4,2012-02-03,35619.96484375,37014.72265625,41038.0625
1-4,2012-02-10,35888.1875,38355.8359375,40045.638671875
1-4,2012-02-17,35056.697265625,37282.9453125,38650.884375
1-4,2012-02-24,33796.05078125,35673.609375,37122.01171875
1-4,2012-03-02,35405.38671875,37014.72265625,39455.548828125
1-4,2012-03-09,34252.029296875,36612.388671875,38382.65859375
1-4,2012-03-16,34064.2734375,35405.38671875,38382.65859375
1-4,2012-03-23,34010.62890625,35807.720703125,36800.14453125
1-4,2012-03-30,34037.451171875,35807.720703125,37899.8578125
1-8,2012-01-27,33606.15546875,34320.63671875,36055.805859375
1-8,2012-02-03,36489.59765625,39168.90625,40164.076953125004
1-8,2012-02-10,34422.70546875,35596.49609375,36515.115234375
1-8,2012-02-17,34397.18828125,35341.32421875,38658.5625
1-8,2012-02-24,33095.81171875,35213.73828125,36795.8078125
1-8,2012-03-02,34703.39453125,35851.66796875,38556.49375
1-8,2012-03-09,33759.25859375,35213.73828125,36744.7734375
1-8,2012-03-16,32355.81328125,34320.63671875,35749.59921875
1-8,2012-03-23,32024.0896484375,33682.708984375,35724.08203125
1-8,2012-03-30,33146.84609375,34448.22265625,35775.11640625
1-10,2012-01-27,24708.773046875,27342.5908203125,30199.611718750006
