Date,forecast,forecast_lower,forecast_upper,unique_id
2012-01-27,41566.805945118846,39919.84150139522,43094.24174384579,1-2
2012-02-03,47233.87795685524,46036.196892226646,48637.55411590905,1-2
2012-02-10,46334.80505601151,44215.28282091434,47838.8872746516,1-2
2012-02-17,45038.72119919033,44110.847454479415,47215.41243682612,1-2
2012-02-24,43551.47782444919,41659.704275444936,46123.08679647947,1-2
2012-03-02,45909.73887026265,44854.859955550695,48141.001647909594,1-2
2012-03-09,46146.32658312988,44576.114066555405,47790.05620526368,1-2
2012-03-16,44403.318242489986,42680.51448886408,46231.109521275735,1-2
2012-03-23,43625.86936441131,41351.509981515446,45295.40989621903,1-2
2012-03-30,44668.38399734342,42557.43205651521,46338.491220299824,1-2
2012-01-27,35890.93470318381,34876.36953723655,36523.879622837776,1-4
2012-02-03,38512.10536718075,37814.204920731914,39536.401788020776,1-4
2012-02-10,38025.78987266619,36648.9195763934,38372.54712810562,1-4
2012-02-17,36554.42468139593,35465.516412864265,37369.50245555784,1-4
2012-02-24,37686.04597550251,35645.96578825159,38210.38203524,1-4
2012-03-02,37802.58565051346,37060.221137792665,38899.60137802889,1-4
2012-03-09,37631.12585016258,36930.02967130911,38175.099116446254,1-4
2012-03-16,35677.12617739289,34791.333452961495,36062.327480930275,1-4
2012-03-23,35979.92274901352,34840.30929161398,37191.59489214489,1-4
2012-03-30,37113.687748303084,35965.579546636225,37847.438167445165,1-4
2012-01-27,33621.49319023047,32922.6282912752,34371.77577842398,1-8
2012-02-03,36721.444294579946,36213.56005764396,37502.79837602605,1-8
2012-02-10,36359.25685586705,35404.01749290779,36839.556982152346,1-8
2012-02-17,35296.59567296346,34696.67061940242,36338.64052271943,1-8
2012-02-24,34610.96183068344,33463.479105074635,35366.15821314592,1-8
2012-03-02,36373.005794681165,35779.82064831924,37160.60966492478,1-8
2012-03-09,36869.03972358513,36084.63859720779,37312.61049758338,1-8
2012-03-16,35101.9811597515,34315.81515095485,35717.72625001197,1-8
2012-03-23,33898.781318412446,33290.73404246078,35178.82247586988,1-8
2012-03-30,34705.293715451764,34072.84568712903,35765.99800733158,1-8
2012-01-27,23746.98555873205,23167.897041420012,24629.939252532648,1-10
2012-02-03,29348.69926680074,28621.577392622865,30154.81440977792,1-10
2012-02-10,28521.14282833221,27695.7314133338,29463.653058936154,1-10
2012-02-17,27065.32113237754,25805.886394879257,27898.3162299741,1-10
2012-02-24,24793.838790310125,23604.85939403502,25873.112485400754,1-10
2012-03-02,29113.12776833848,28437.239791091015,29638.40817122002,1-10
2012-03-09,28664.2724698447,27858.329517852904,29535.669031851798,1-10
2012-03-16,26551.81900573553,26067.449068089423,27470.5515130763,1-10
2012-03-23,24086.326716451294,23256.2701314102,25126.35773201341,1-10
2012-03-30,26850.200526408327,26189.279417914197,28143.56106802917,1-10
2012-01-27,36025.039924615034,35040.15915998603,36722.2049749185,1-13
2012-02-03,41086.85613883992,40280.17816132649,41792.211813829796,1-13
2012-02-10,39469.88383610954,38374.4943354693,40109.92374152686,1-13
2012-02-17,37845.29024011383,37111.592703736875,38801.72027413214,1-13
2012-02-24,37096.510057403866,36085.35036891585,37887.108894599136,1-13
2012-03-02,39133.823145987524,38442.734634633714,40539.43127454627,1-13
2012-03-09,39399.16720091019,38783.84238232655,40755.577001114434,1-13
2012-03-16,37821.78707910988,36634.071269691485,38432.84711822002,1-13
2012-03-23,37217.018000273776,35840.1130289992,37749.657572184246,1-13
2012-03-30,38400.13619452792,36998.89123514147,39119.65423570001,1-13
2012-01-27,65288.38786260637,61367.55014567413,68512.75724410987,1-38
2012-02-03,97796.2189595187,93897.43766840396,103221.96345892537,1-38
2012-02-10,86954.78556620277,81288.75467371257,91416.89568312373,1-38
2012-02-17,81507.86434137201,76750.61720258195,86333.06521303703,1-38
2012-02-24,63584.21817950044,61300.300647586555,68639.63425662417,1-38
2012-03-02,96796.46378062826,90208.64228671945,99853.04416059946,1-38
2012-03-09,92778.20408838439,87079.63614567279,95823.48287027795,1-38
2012-03-16,77673.63893908166,75147.68986829683,83571.23207886219,1-38
2012-03-23,65286.950120423295,61309.30911037963,68741.06919738375,1-38
2012-03-30,78768.80849990768,73672.04834616304,83345.818067302,1-38
2012-01-27,56802.053133378984,55171.441126470134,57669.850228606156,1-40
2012-02-03,64157.4220760375,62650.92508103286,65567.86785115305,1-40
2012-02-10,62593.39295074402,61033.8847262123,63472.07570584818,1-40
