Date,forecast,forecast_lower,forecast_upper,unique_id
2012-01-27,45283.058196901125,41665.0878491245,46107.163237763765,1-2
2012-02-03,47561.19480560541,46556.7645162048,47695.64864901774,1-2
2012-02-10,44812.87245698901,43041.75369205593,44812.87245698901,1-2
2012-02-17,46546.139554146874,41075.84160831595,46970.29217437397,1-2
2012-02-24,47298.1230722214,46696.597736545096,50088.475191115554,1-2
2012-03-02,52836.57536763362,49116.19039919271,56440.9493404487,1-2
2012-03-09,45749.00995742108,42928.09133385066,45766.69839447986,1-2
2012-03-16,44734.57639963307,42754.7773538805,46823.92880213564,1-2
2012-03-23,45060.14898888182,42128.50099549424,46431.423376744155,1-2
2012-03-30,45549.747897504785,43843.78148269672,47843.737083929685,1-2
2012-01-27,35882.47511521828,35062.082851014944,37532.1030063468,1-4
2012-02-03,36427.6222578923,35905.21686195064,37129.412609998624,1-4
2012-02-10,36813.19644762932,35932.75407560199,37566.91657951788,1-4
2012-02-17,35720.84059082308,34125.248244136565,35928.6331542033,1-4
2012-02-24,37554.28432229587,36058.190943291534,37806.10255376737,1-4
2012-03-02,36770.67696968545,35646.48751437715,37512.216593828765,1-4
2012-03-09,35248.847030920035,34734.9075968219,35928.96619789564,1-4
2012-03-16,37725.88330826059,35632.51895963792,38343.602053031704,1-4
2012-03-23,37430.68707384243,34725.86894279252,38132.868005103664,1-4
2012-03-30,37554.89854724394,36319.923062632224,38469.75739751296,1-4
2012-01-27,35163.620894833264,34624.02463755871,35607.42955386547,1-8
2012-02-03,38010.9667203851,37933.46389893862,39637.53172552947,1-8
2012-02-10,34688.66306015128,34667.29753783589,34772.94384142667,1-8
2012-02-17,35359.80387203341,34103.75249633956,35443.44470469683,1-8
2012-02-24,34696.90041908521,34307.327935369634,35213.45742275739,1-8
2012-03-02,36168.44521428266,35982.25742575491,37274.104901197294,1-8
2012-03-09,35281.15475189575,34584.739643246394,35300.52198592865,1-8
2012-03-16,33485.18710470255,32872.12954989243,35102.900488359825,1-8
2012-03-23,33117.156718489656,31962.05620034513,33944.696783553765,1-8
2012-03-30,33632.4107528194,33467.839539262546,34552.88142887172,1-8
2012-01-27,28421.28564504474,26587.99693601156,29503.47554238666,1-10
2012-02-03,28709.056393514424,28404.67253818539,29456.447889377552,1-10
2012-02-10,29064.973388322003,28079.16372322471,29878.454248366437,1-10
2012-02-17,31139.70733456676,28475.39275784322,31953.924173817377,1-10
2012-02-24,31862.337878813876,30565.59938352514,32049.767650758728,1-10
2012-03-02,33328.71604880701,31017.222449068526,35121.93890206261,1-10
2012-03-09,30901.03982972423,30131.530454530628,32041.768559914854,1-10
