unique_id,Date,forecast_lower,forecast,forecast_upper
1-2,2012-08-10,45985.06484375,47372.39453125,50789.978125
1-2,2012-08-17,47304.719921875,48556.708984375,51432.890625
1-2,2012-08-24,46966.3484375,49233.45703125,51432.890625
1-2,2012-08-31,48861.244921875,52278.82421875,54545.936328125004
1-2,2012-09-07,44597.730859375,47034.021484375,48455.19453125
1-2,2012-09-14,42262.94765625,45003.77734375,47034.0234375
1-2,2012-09-21,41958.41015625,44327.029296875,45748.201953125004
1-2,2012-09-28,45308.31484375,46695.6484375,48455.19453125
1-2,2012-10-05,46357.2734375,49402.64453125,51466.727734375
1-2,2012-10-12,43853.303125,45172.96484375,49098.10703125
1-4,2012-08-10,38158.8671875,40110.17578125,42034.375
1-4,2012-08-17,38755.09765625,40923.216796875,43091.33203125
1-4,2012-08-24,37535.53203125,39703.65234375,43226.83984375
1-4,2012-08-31,36749.590234375,40652.203125,42630.608984375
1-4,2012-09-07,37643.937890625,39703.65234375,42847.41796875
1-4,2012-09-14,36288.8671875,37942.0546875,40679.3046875
1-4,2012-09-21,34120.75,36451.474609375,37698.140625
1-4,2012-09-28,34662.77734375,36857.99609375,37752.343359375
1-4,2012-10-05,38131.766015625,40245.681640625,41844.6671875
1-4,2012-10-12,35773.9375,38077.5625,39839.16015625
1-8,2012-08-10,35691.546875,36994.15625,38088.354296875004
1-8,2012-08-17,35926.01796875,36994.15625,38036.25
1-8,2012-08-24,35873.913671875,37384.943359375,39078.3359375
1-8,2012-08-31,36994.15625,39990.1640625,42256.709765625004
1-8,2012-09-07,37671.517578125,39729.642578125,40954.096484375004
1-8,2012-09-14,36447.0609375,38427.033203125,41683.55859375
1-8,2012-09-21,35873.913671875,36994.158203125,40120.42578125
1-8,2012-09-28,35926.01796875,38427.033203125,40771.73046875
1-8,2012-10-05,39521.226171875,41813.822265625,45330.87109375
1-8,2012-10-12,37619.412890625,40641.46875,43350.90390625
1-10,2012-08-10,29143.6443359375,33741.66015625,36692.62421875
1-10,2012-08-17,28686.13046875,31797.224609375,34084.796875
1-10,2012-08-24,29578.2822265625,32826.6318359375,34427.9328125
1-10,2012-08-31,30401.8080078125,33169.76953125,35708.96953125
1-10,2012-09-07,30996.5765625,32826.6318359375,34793.9421875
1-10,2012-09-14,29921.418359375,32597.873046875,36074.981640625
1-10,2012-09-21,28114.2376953125,30081.5478515625,33467.154296875
1-10,2012-09-28,27771.103125,32025.9814453125,35251.45703125
1-10,2012-10-05,30378.9330078125,32483.4951171875,35457.3359375
1-10,2012-10-12,29441.02734375,30882.1982421875,34130.548046875
1-13,2012-08-10,38984.21484375,40679.18359375,41554.91328125
1-13,2012-08-17,39520.95,40537.93359375,42091.65234375
1-13,2012-08-24,39888.192578125,41385.41796875,42967.382421875
