unique_id,Date,forecast_lower,forecast,forecast_upper
1-2,2012-03-23,43502.075390625,44885.7734375,46606.95546875
1-2,2012-03-30,44852.024609375,46741.94921875,48429.380859375
1-2,2012-04-06,47551.915625,49441.84765625,51365.520703125
1-2,2012-04-13,45560.74609375,47248.177734375,49644.338671875
1-2,2012-04-20,44852.024609375,47079.435546875,49003.114453125
1-2,2012-04-27,43873.30859375,46235.71875,48294.3859375
1-2,2012-05-04,47248.1796875,49273.10546875,51331.772265625
1-2,2012-05-11,45155.760546875,48260.640625,50623.05078125
1-2,2012-05-18,44075.801953125,46404.4609375,48125.644921875006
1-2,2012-05-25,44210.796875,45560.74609375,48969.366015625
1-4,2012-03-23,34127.47265625,36545.953125,38991.309375
1-4,2012-03-30,35148.607421875,36008.51171875,37970.17109375
1-4,2012-04-06,37808.938671875,39501.876953125,42323.438671875
1-4,2012-04-13,34638.03828125,36277.232421875,38185.1453125
1-4,2012-04-20,33831.878125,35739.79296875,37110.26640625
1-4,2012-04-27,33805.00625,35202.3515625,36062.255859375
1-4,2012-05-04,36196.618359375,38426.9921875,40603.6296875
1-4,2012-05-11,34557.422265625,35471.07421875,38910.69453125
1-4,2012-05-18,34100.600390625,35739.79296875,38238.88984375
1-4,2012-05-25,34664.91015625,36411.59375,39071.925390625
1-8,2012-03-23,34901.3671875,35671.25,36492.45859375
1-8,2012-03-30,34901.3671875,36826.076171875,38211.8671875
1-8,2012-04-06,35388.962109375,37595.9609375,40059.584765625
1-8,2012-04-13,33566.9046875,35414.625,37749.936328125
1-8,2012-04-20,33284.61328125,35157.99609375,35953.541796875
1-8,2012-04-27,33335.938671875,34773.0546875,36184.5078125
1-8,2012-05-04,35645.5875,38237.53125,39366.690234375004
1-8,2012-05-11,35414.625,37339.333984375,39033.0765625
1-8,2012-05-18,35876.553515625,37595.9609375,38776.448046875
1-8,2012-05-25,35132.333203125,36826.076171875,38622.469921875
1-10,2012-03-23,30526.6291015625,33843.26953125,37227.59765625
1-10,2012-03-30,28653.96875,31812.673828125,34813.444140625004
1-10,2012-04-06,29782.078125,32151.103515625,33865.831640625
1-10,2012-04-13,29263.145703125,32376.7275390625,35490.307421875004
1-10,2012-04-20,28135.0380859375,30120.509765625,34993.941015625
1-10,2012-04-27,28699.0923828125,30910.185546875,35715.92890625
1-10,2012-05-04,28879.58984375,30797.375,35287.2484375
1-10,2012-05-11,28112.47578125,31248.6181640625,35084.189453125
1-10,2012-05-18,27503.2982421875,32038.29296875,34520.1328125
1-10,2012-05-25,27661.23359375,31248.6181640625,34159.139453125004
1-13,2012-03-23,36976.770703125,38266.330078125,39836.229296875
1-13,2012-03-30,37509.41640625,38827.009765625,42415.35546875
1-13,2012-04-06,40340.84453125,41770.57421875,44013.2890625
1-13,2012-04-13,37537.450390625,39387.6875,41069.728125
1-13,2012-04-20,37144.974609375,38967.1796875,41097.762109375006
1-13,2012-04-27,36416.091015625,38126.16015625,39387.689453125
1-13,2012-05-04,40368.87890625,42611.591796875,46816.68359375
1-13,2012-05-11,38126.16015625,40368.87890625,42947.99765625
1-13,2012-05-18,38014.024609375,40368.876953125,41546.30234375
1-13,2012-05-25,37257.110546875,39527.85546875,41322.03046875
1-38,2012-03-23,67067.07890625,74618.0703125,80861.015625
1-38,2012-03-30,71466.8703125,79077.3203125,90433.53515625
1-38,2012-04-06,80147.53984375,89779.51171875,100065.51015625
1-38,2012-04-13,73547.85625,82941.99609375,88590.3828125
1-38,2012-04-20,67067.07890625,76699.0546875,86331.03359375
1-38,2012-04-27,69445.34453125,79077.3203125,93346.90625
1-38,2012-05-04,89660.60234375,101076.2734375,108984.003125
1-38,2012-05-11,86093.203125,99887.140625,109102.91562500001
1-38,2012-05-18,76996.334375,86806.6875,96557.56875
1-38,2012-05-25,66056.3125,71942.5234375,81693.41171875001
1-40,2012-03-23,58802.4453125,61163.126953125,63566.733984375
1-40,2012-03-30,60047.168359375,62879.990234375,65240.671875
1-40,2012-04-06,60862.6765625,63094.59765625,66184.94453125
1-40,2012-04-13,57471.883203125,59446.267578125,63695.498437500006
1-40,2012-04-20,55325.805078125,57944.017578125,60175.9328125
1-40,2012-04-27,52364.2265625,57300.197265625,59317.503125
1-40,2012-05-04,58244.46640625,59875.482421875,64425.163671875
1-40,2012-05-11,54038.160546875,56656.375,59789.639453125004
1-40,2012-05-18,52321.3046875,55583.333984375,58416.151953125
1-40,2012-05-25,50346.912890625,53437.259765625,57128.511328125
1-72,2012-03-23,41474.9296875,49769.9140625,56694.423046875
1-72,2012-03-30,39130.69375,45442.09375,54169.864453125
1-72,2012-04-06,38120.870703125,46884.69921875,51573.17109375
1-72,2012-04-13,34189.76796875,44179.81640625,51356.77929687501
1-72,2012-04-20,35343.8515625,41835.580078125,49769.91367187501
